Image_Name,Camera_Manufacturer,ISO,Shutter_Speed,Input_PSNR,Lamba_PSNR,GT_PSNR,Input_SSIM,Lamba_SSIM,GT_SSIM,ImageGT_tf,GT_Exposure_Ratio
_AJN8334.NEF,NIKON,6400,0.25,33.68460757819594,8.197763214192694,28.80101833173736,0.8644392883050066,0.0325623496307597,0.473226733264779,False,1.3333333332
_AJN8335.NEF,NIKON,6400,0.1666666667,32.65855800428037,9.992392654707189,30.01678237733481,0.8212222803787014,0.1200805243144491,0.5508232619222495,False,1.9999999994
_AJN8336.NEF,NIKON,6400,0.125,32.45512669092864,12.118284621835464,31.386977336698152,0.805103102705358,0.1282451857366649,0.6234064126765585,False,2.6666666664
_AJN8337.NEF,NIKON,6400,0.1,31.808235760973385,10.963705734017172,30.10923927602441,0.7859067223390926,0.1913883309612673,0.5000242689374632,False,3.3333333329999997
_AJN8338.NEF,NIKON,6400,0.06666666667,31.19246506057388,11.40624725979757,27.81127760079105,0.7706872996451936,0.2318989941491659,0.5152706182591579,False,4.99999999925
_AJN8339.NEF,NIKON,6400,0.05,30.848680205593496,11.749823340721452,26.643222563848905,0.7601035092133307,0.2645742922324352,0.5554197833690372,False,6.666666665999999
_AJN8340.NEF,NIKON,6400,0.03333333333,30.171744970165683,12.188189423906412,23.902565981340143,0.7479426337611358,0.3025862047056667,0.5160853023348203,False,10.0
_AJN8341.NEF,NIKON,6400,0.02222222222,29.71911639467825,17.592351177777704,26.616448859359355,0.7443184140478089,0.4441648027052133,0.5534671840825294,False,14.999999999999998
_AJN8342.NEF,NIKON,6400,0.01666666667,29.35244912160563,23.969857634818204,31.724681843218537,0.7396302910407146,0.5732354242280627,0.5682667324592532,False,19.999999994
_AJN8343.NEF,NIKON,6400,0.01111111111,29.111024544080987,12.927000748039925,19.49093998188416,0.7272535807602815,0.3498701261182197,0.4773195289999314,False,29.999999999999996
_AJN8344.NEF,NIKON,6400,0.008,28.858492510524187,27.91216196560645,32.95053722985073,0.7314833186906009,0.6185473094846483,0.6330633463885924,False,41.6666666625
_AJN8345.NEF,NIKON,6400,0.005555555556,28.76015571158309,19.514595787205263,22.095202656209523,0.7237170709338517,0.346835697394211,0.3725546098579479,False,59.9999999892
_AJN8346.NEF,NIKON,6400,0.004,28.503783955538765,21.71373760984597,21.924465731852365,0.7242630542494961,0.4996367598977711,0.4873571916657045,False,83.333333325
_AJN8347.NEF,NIKON,6400,0.002857142857,28.43914438406226,32.04634783545685,32.3648470007458,0.7254917754156827,0.6452365765496954,0.6284635867101552,False,116.66666666083333
_AJN8348.NEF,NIKON,6400,0.002,28.27248453332367,30.73619522449352,30.70720346744953,0.7230274136609021,0.6429572129103133,0.6587408787081429,False,166.66666665
_AJN8349.NEF,NIKON,6400,0.001333333333,28.243204651073142,21.96841785234904,22.46408939819723,0.7203908314930562,0.502187495671082,0.5006534579405324,False,250.00000003749997
_AJN8351.NEF,NIKON,100,194.9,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0
_AJN8352.NEF,NIKON,100,124.7,28.07204476711164,7.505026008429443,23.724855061914024,0.9412070809352404,0.1591675888437988,0.7438156252699004,False,1.5629510825982358
_AJN8353.NEF,NIKON,100,61.3,26.2836998870024,7.699466822517747,23.415628576488285,0.8850122310539694,0.2553577098088074,0.7861727324305883,False,3.179445350734095
_AJN8354.NEF,NIKON,100,30.0,24.65150587990604,8.401602372030968,23.36194094353573,0.8473702148887688,0.3392680400415194,0.7897038472427491,False,6.496666666666667
_AJN8355.NEF,NIKON,100,20.0,24.250112485213737,9.236419517190477,23.433430513335857,0.8117906869952635,0.5055074337593616,0.7436749071742526,False,9.745000000000001
_AJN8356.NEF,NIKON,100,15.0,23.519208931418166,10.146737029461788,23.70947990727188,0.7611542118533761,0.5389777881849381,0.6881922409559511,False,12.993333333333334
_AJN8357.NEF,NIKON,100,10.0,23.854043222670587,10.974320829724745,23.370411175746263,0.7890767541887538,0.5676545633691972,0.6433384894147541,False,19.490000000000002
_AJN8358.NEF,NIKON,100,8.0,24.201593739649404,12.135409187876414,24.45058643116355,0.770444827614272,0.5704755904044652,0.5895855414458332,False,24.3625
_AJN8359.NEF,NIKON,100,6.0,23.67592120001354,12.802725626900257,23.903018949061327,0.7335919498294095,0.5455908276397923,0.5454048381484566,False,32.483333333333334
_AJN8360.NEF,NIKON,100,4.0,23.345388511860342,13.645381570743163,23.48261166364089,0.6941456892812896,0.5156102210296568,0.5266056938984943,False,48.725
_AJN8361.NEF,NIKON,100,3.0,23.23158265956591,14.316729260550291,23.281082744653432,0.6615666944307864,0.5105704768414568,0.5179504750480973,False,64.96666666666667
_AJN8362.NEF,NIKON,100,2.0,22.57128921385329,14.88626885914977,22.242408285026627,0.6181916532504133,0.5030470139557112,0.5090085841802303,False,97.45
_AJN8363.NEF,NIKON,100,1.5,22.46095791571375,15.569850547215804,22.087184531296025,0.5602073294859351,0.4998988983018726,0.5018684499996896,False,129.93333333333334
_AJN8364.NEF,NIKON,100,1.0,22.203359496360303,16.03493163306989,21.57446864252598,0.5072982663654005,0.4993756639783808,0.4969240659948581,False,194.9
_AJN8365.NEF,NIKON,100,0.6666666667,21.85269148423028,16.922237053630592,21.264750430880618,0.4458024425520586,0.4989262711411419,0.4920854032618145,False,292.3499999853825
_AJN8366.NEF,NIKON,100,0.5,21.32560331555824,18.428079769519297,20.70725015669357,0.3871294104703426,0.4980032275719328,0.4876480573636232,False,389.8
_AJN8367.NEF,NIKON,100,0.3333333333,20.52061650847865,19.616763674115884,19.7015472478617,0.328785891121548,0.4951777467985576,0.4812814752257592,False,584.7000000584701
_AJN8368.NEF,NIKON,100,0.25,19.72709261183112,19.47490138865492,18.86982223791719,0.2900059927356302,0.4893955796404765,0.4753754311226061,False,779.6
_AJN8369.NEF,NIKON,100,0.1666666667,18.72373004218601,18.637633695948963,18.393806869577205,0.2426491830414807,0.4884593372792105,0.4783429703192723,False,1169.3999997661201
_AJN8370.NEF,NIKON,100,0.125,18.03596948101656,18.258658790602315,18.13645853007873,0.215470345692278,0.4807371898338475,0.4751563570130428,False,1559.2
_AJN8371.NEF,NIKON,100,0.1,17.517549132168728,18.0711826079412,17.99176299354183,0.1994503334735535,0.4766210174648186,0.4732999896115344,False,1949.0
_AJN8372.NEF,NIKON,100,0.06666666667,17.070612631039502,17.93441514656116,17.895851178036327,0.1835895652230889,0.475188760693449,0.4728583100565552,False,2923.499999853825
_AJN8373.NEF,NIKON,640,30.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0
_AJN8374.NEF,NIKON,640,20.0,21.93498429622395,7.109477256240448,18.88918822514908,0.8003682917294785,0.133092384985205,0.6127154868276206,False,1.5
_AJN8375.NEF,NIKON,640,15.0,21.380639031327146,7.328177965590255,19.280871144972554,0.7799418426865988,0.137270419793948,0.6387121277410843,False,2.0
_AJN8376.NEF,NIKON,640,10.0,21.15896923093533,7.482653337275402,19.20903006072064,0.7655793096987903,0.1480427547939147,0.6502314487731039,False,3.0
_AJN8377.NEF,NIKON,640,8.0,20.873419744570988,7.597004731799122,19.792366163038903,0.7461002522255354,0.2639144342524247,0.6888809420830148,False,3.75
_AJN8378.NEF,NIKON,640,6.0,20.50202019694983,7.780656713561166,20.12993938913762,0.7226710685607237,0.2470227520121319,0.7116865901569928,False,5.0
_AJN8379.NEF,NIKON,640,4.0,20.25845608766337,8.24258539987625,19.76662338643088,0.701651077224627,0.2507597845212948,0.7094030836901387,False,7.5
_AJN8380.NEF,NIKON,640,3.0,20.141840385209704,8.986359866772464,20.003384227816007,0.6639195871851079,0.2718216531818225,0.7111394421719912,False,10.0
_AJN8381.NEF,NIKON,640,2.0,20.16564592508351,9.578641571050849,19.89113273123895,0.651343354004512,0.2623208281668683,0.688547867240971,False,15.0
_AJN8382.NEF,NIKON,640,2.0,20.115303806670948,9.702153362920049,20.011206952666768,0.6456320517309252,0.2642283437936341,0.6832991030319749,False,15.0
_AJN8383.NEF,NIKON,640,1.5,20.212814744372785,10.415262334165018,20.107722285744856,0.6153053229826883,0.289475481281108,0.6639726240924505,False,20.0
_AJN8384.NEF,NIKON,640,1.0,20.238707225520205,11.28700498139705,19.90931533801501,0.5446477402570412,0.3399834908592724,0.6470002659439483,False,30.0
_AJN8385.NEF,NIKON,640,0.6666666667,20.25087069845357,11.506485142614276,19.50051915774484,0.4865338714064822,0.3355775095421507,0.6489948559112212,False,44.99999999775
_AJN8386.NEF,NIKON,640,0.5,19.83359558722841,12.599247029408318,19.51056821881691,0.4316021801721664,0.3920935477636937,0.6363797645211984,False,60.0
_AJN8387.NEF,NIKON,640,0.3333333333,19.600092570160907,13.019481721473374,19.25544563469926,0.3641589212614932,0.4404217462503908,0.6429898088601694,False,90.000000009
_AJN8388.NEF,NIKON,640,0.25,19.307619410702603,13.877667445227749,19.56648295208003,0.3200028629986493,0.4532285984099113,0.6334087482469343,False,120.0
_AJN8389.NEF,NIKON,640,0.1666666667,18.474073788312708,14.983225808676572,19.8413700340968,0.294798564272573,0.5162495883944228,0.6093752611660533,False,179.999999964
_AJN8390.NEF,NIKON,640,0.125,18.09814735050201,15.37901321420993,19.6183195436272,0.2615236352061446,0.4343990328937113,0.5069473562850458,False,240.0
_AJN8391.NEF,NIKON,640,0.1,17.82401917119351,15.808681292138797,19.48240381513452,0.2078919441801164,0.4998137191177836,0.5978997948978771,False,300.0
_AJN8392.NEF,NIKON,640,0.06666666667,17.19575072147087,17.762232726838437,19.75097579508499,0.2393852146872292,0.5109837208882556,0.5110798327567425,False,449.9999999775
_AJN8393.NEF,NIKON,640,0.05,16.92003610279002,18.499957658056804,19.26337526670416,0.1916494489549628,0.5090007719755808,0.5307106185124599,False,600.0
_AJN8394.NEF,NIKON,640,0.03333333333,16.839422642145806,18.44261070081025,18.73509070221184,0.2146494605256191,0.4719022229261334,0.4316423235728042,False,900.0000000900001
_AJN8395.NEF,NIKON,1250,15.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0
_AJN8396.NEF,NIKON,1250,10.0,20.68345891320903,6.914522387297221,18.35585982037989,0.7483270897816369,0.1300542216909057,0.6090487445791192,False,1.5
_AJN8397.NEF,NIKON,1250,8.0,20.44686678451985,7.166594953666339,18.77756038660252,0.73222454967789,0.1489175504489124,0.644537676731406,False,1.875
